judge,generator,method,dimension,count,avg_rank,first_count,min_rank,max_rank,var_rank
ali-qwen,glm4.5,all,有效性,3080,6.9818181818181815,0,3,19,13.945123966942433
ali-qwen,glm4.5,all,无干扰性,3080,8.163636363636364,0,2,20,16.8277685950413
ali-qwen,glm4.5,all,可部署性,3080,7.6909090909090905,0,2,20,16.57719008264498
ali-qwen,glm4.5,no_cot,有效性,3080,12.818181818181818,0,3,20,24.548760330578464
ali-qwen,glm4.5,no_cot,无干扰性,3080,13.2,0,2,20,19.323636363636123
ali-qwen,glm4.5,no_cot,可部署性,3080,12.218181818181819,0,2,20,21.152396694215145
ali-qwen,glm4.5,no_rag,有效性,3080,7.4363636363636365,0,2,20,13.264132231405322
ali-qwen,glm4.5,no_rag,无干扰性,3080,9.163636363636364,112,1,20,19.15504132231402
ali-qwen,glm4.5,no_rag,可部署性,3080,10.145454545454545,0,4,20,14.233388429751832
ali-qwen,glm4.5,no_feedback,有效性,3080,14.581818181818182,0,6,19,11.152396694214843
ali-qwen,glm4.5,no_feedback,无干扰性,3080,14.090909090909092,0,5,20,20.446280991735563
ali-qwen,glm4.5,no_feedback,可部署性,3080,13.636363636363637,0,3,20,18.52231404958667
ali-qwen,gpt5,all,有效性,3080,1.8,2688,1,20,12.632727272726957
ali-qwen,gpt5,all,无干扰性,3080,13.581818181818182,280,1,20,44.825123966941604
ali-qwen,gpt5,all,可部署性,3080,16.89090909090909,0,9,20,7.44264462809919
ali-qwen,gpt5,no_cot,有效性,3080,3.981818181818182,112,1,18,11.363305785124263
ali-qwen,gpt5,no_cot,无干扰性,3080,12.981818181818182,0,2,20,32.99966942148779
ali-qwen,gpt5,no_cot,可部署性,3080,15.927272727272728,0,8,20,7.958347107437815
ali-qwen,gpt5,no_rag,有效性,3080,3.090909090909091,280,1,20,11.60991735537218
ali-qwen,gpt5,no_rag,无干扰性,3080,13.236363636363636,392,1,20,44.87140495867758
ali-qwen,gpt5,no_rag,可部署性,3080,17.145454545454545,56,1,20,10.124297520660875
ali-qwen,gpt5,no_feedback,有效性,3080,6.218181818181818,0,2,20,17.334214876033077
ali-qwen,gpt5,no_feedback,无干扰性,3080,13.50909090909091,56,1,20,32.06809917355357
ali-qwen,gpt5,no_feedback,可部署性,3080,16.618181818181817,0,6,20,8.417851239669524
ali-qwen,grok4,all,有效性,3080,11.781818181818181,0,5,20,16.206942148760582
ali-qwen,grok4,all,无干扰性,3080,7.290909090909091,56,1,18,19.07900826446294
ali-qwen,grok4,all,可部署性,3080,5.490909090909091,112,1,16,11.777190082644932
ali-qwen,grok4,no_cot,有效性,3080,13.8,0,3,20,15.978181818181678
ali-qwen,grok4,no_cot,无干扰性,3080,11.163636363636364,0,3,19,18.864132231405154
ali-qwen,grok4,no_cot,可部署性,3080,9.981818181818182,0,3,19,14.599669421487873
ali-qwen,grok4,no_rag,有效性,3024,11.88888888888889,0,4,20,16.358024691357993
ali-qwen,grok4,no_rag,无干扰性,3080,10.272727272727273,56,1,20,18.052892561983263
ali-qwen,grok4,no_rag,可部署性,3080,10.181818181818182,56,1,20,16.65785123966965
ali-qwen,grok4,no_feedback,有效性,3080,17.78181818181818,0,6,20,10.97057851239676
ali-qwen,grok4,no_feedback,无干扰性,3080,14.090909090909092,0,4,20,23.246280991735667
ali-qwen,grok4,no_feedback,可部署性,3080,13.309090909090909,0,4,20,19.19537190082667
grok4,ali-qwen,all,有效性,3136,8.178571428571429,0,3,19,13.610969387755077
grok4,ali-qwen,all,无干扰性,3136,7.803571428571429,112,1,19,20.943558673469443
grok4,ali-qwen,all,可部署性,3136,8.482142857142858,336,1,19,19.963966836734784
grok4,ali-qwen,no_cot,有效性,3136,17.303571428571427,0,13,20,5.139987244897817
grok4,ali-qwen,no_cot,无干扰性,3136,10.035714285714286,448,1,20,46.748724489795684
grok4,ali-qwen,no_cot,可部署性,3136,6.285714285714286,952,1,20,37.20408163265358
grok4,ali-qwen,no_rag,有效性,3136,9.946428571428571,0,3,20,13.657844387755153
grok4,ali-qwen,no_rag,无干扰性,3136,9.178571428571429,112,1,20,23.360969387755226
grok4,ali-qwen,no_rag,可部署性,3136,9.517857142857142,112,1,20,19.92825255102037
grok4,ali-qwen,no_feedback,有效性,3136,17.928571428571427,0,13,20,2.852040816326537
grok4,ali-qwen,no_feedback,无干扰性,3136,10.696428571428571,112,1,20,37.997130102041034
grok4,ali-qwen,no_feedback,可部署性,3136,8.303571428571429,168,1,20,31.139987244897743
grok4,deepseek,all,有效性,3136,8.017857142857142,0,3,20,12.017538265306221
grok4,deepseek,all,无干扰性,3136,7.964285714285714,224,1,20,21.248724489795876
grok4,deepseek,all,可部署性,3136,7.5,280,1,20,24.5
grok4,deepseek,no_cot,有效性,3136,15.803571428571429,0,8,20,6.372130102040793
grok4,deepseek,no_cot,无干扰性,3136,8.589285714285714,392,1,20,35.99202806122471
grok4,deepseek,no_cot,可部署性,3136,4.428571428571429,672,1,17,15.780612244898004
grok4,deepseek,no_rag,有效性,3136,9.5,0,4,19,7.285714285714286
grok4,deepseek,no_rag,无干扰性,3136,7.714285714285714,336,1,17,22.20408163265307
grok4,deepseek,no_rag,可部署性,3136,6.428571428571429,112,1,17,14.459183673469278
grok4,deepseek,no_feedback,有效性,3136,16.071428571428573,0,8,20,8.709183673469319
grok4,deepseek,no_feedback,无干扰性,3136,10.267857142857142,112,1,20,29.660395408163065
grok4,deepseek,no_feedback,可部署性,3136,6.964285714285714,168,1,19,20.391581632652876
grok4,glm4.5,all,有效性,3136,6.660714285714286,56,1,20,10.331313775510234
grok4,glm4.5,all,无干扰性,3136,10.839285714285714,56,1,20,16.456313775509983
grok4,glm4.5,all,可部署性,3136,11.767857142857142,0,2,20,16.999681122448855
grok4,glm4.5,no_cot,有效性,3136,11.375,0,4,19,17.698660714285715
grok4,glm4.5,no_cot,无干扰性,3136,10.642857142857142,0,2,19,17.551020408163005
grok4,glm4.5,no_cot,可部署性,3136,10.035714285714286,0,2,17,16.998724489795883
grok4,glm4.5,no_rag,有效性,3136,9.089285714285714,0,5,20,9.759885204081595
grok4,glm4.5,no_rag,无干扰性,3136,11.214285714285714,56,1,20,18.096938775510118
grok4,glm4.5,no_rag,可部署性,3136,12.125,0,3,20,17.216517857142858
grok4,glm4.5,no_feedback,有效性,3136,14.321428571428571,0,5,20,17.360969387755205
grok4,glm4.5,no_feedback,无干扰性,3136,11.892857142857142,56,1,18,19.23852040816329
grok4,glm4.5,no_feedback,可部署性,3136,10.267857142857142,56,1,16,14.946109693877617
grok4,gpt5,all,有效性,3136,1.9821428571428572,2408,1,20,12.481823979591885
grok4,gpt5,all,无干扰性,3136,13.821428571428571,840,1,20,63.360969387756086
grok4,gpt5,all,可部署性,3136,18.267857142857142,0,2,20,13.338966836734677
grok4,gpt5,no_cot,有效性,3136,3.232142857142857,168,1,9,1.9996811224489541
grok4,gpt5,no_cot,无干扰性,3136,11.767857142857142,56,1,19,45.64253826530455
grok4,gpt5,no_cot,可部署性,3136,15.964285714285714,56,1,19,12.998724489796036
grok4,gpt5,no_rag,有效性,3136,2.767857142857143,336,1,20,11.356823979592258
grok4,gpt5,no_rag,无干扰性,3136,13.5,56,1,20,59.75
grok4,gpt5,no_rag,可部署性,3136,18.178571428571427,0,3,20,10.075255102040751
grok4,gpt5,no_feedback,有效性,3136,5.035714285714286,168,1,14,9.320153061224275
grok4,gpt5,no_feedback,无干扰性,3136,12.446428571428571,0,3,20,38.8185586734702
grok4,gpt5,no_feedback,可部署性,3136,15.767857142857142,56,1,20,13.785395408163192
grok4,grok4,all,有效性,3136,11.035714285714286,0,6,20,6.927295918367376
grok4,grok4,all,无干扰性,3136,8.107142857142858,56,1,20,18.274234693877382
grok4,grok4,all,可部署性,3136,8.017857142857142,56,1,20,15.803252551020249
grok4,grok4,no_cot,有效性,3136,14.392857142857142,0,5,20,14.595663265306065
grok4,grok4,no_cot,无干扰性,3136,12.410714285714286,0,2,20,17.7777423469388
grok4,grok4,no_cot,可部署性,3136,11.464285714285714,0,4,19,16.60586734693869
grok4,grok4,no_rag,有效性,3136,12.142857142857142,0,3,20,10.443877551020579
grok4,grok4,no_rag,无干扰性,3136,9.160714285714286,56,1,20,21.313456632653025
grok4,grok4,no_rag,可部署性,3136,9.589285714285714,56,1,20,21.70631377551007
grok4,grok4,no_feedback,有效性,3136,15.214285714285714,0,5,20,12.096938775510187
grok4,grok4,no_feedback,无干扰性,3136,11.946428571428571,56,1,20,22.122130102041012
grok4,grok4,no_feedback,可部署性,3136,10.642857142857142,56,1,20,19.22959183673468
glm4.5,ali-qwen,all,有效性,3136,6.071428571428571,0,3,19,11.78061224489789
glm4.5,ali-qwen,all,无干扰性,3136,7.053571428571429,168,1,17,13.65784438775523
glm4.5,ali-qwen,all,可部署性,3136,7.142857142857143,672,1,19,25.729591836734336
glm4.5,ali-qwen,no_cot,有效性,3136,15.625,0,8,20,6.698660714285714
glm4.5,ali-qwen,no_cot,无干扰性,3136,9.410714285714286,784,1,19,45.27774234693932
glm4.5,ali-qwen,no_cot,可部署性,3136,6.321428571428571,1120,1,20,35.11096938775459
glm4.5,ali-qwen,no_rag,有效性,3136,8.446428571428571,0,5,20,12.247130102040984
glm4.5,ali-qwen,no_rag,无干扰性,3136,8.464285714285714,112,1,20,15.391581632652933
glm4.5,ali-qwen,no_rag,可部署性,3136,9.232142857142858,56,1,20,18.39253826530619
glm4.5,ali-qwen,no_feedback,有效性,3136,17.392857142857142,0,12,20,3.5599489795918253
glm4.5,ali-qwen,no_feedback,无干扰性,3136,11.875,56,1,20,41.68080357142857
glm4.5,ali-qwen,no_feedback,可部署性,3136,10.017857142857142,0,2,20,33.19610969387717
glm4.5,deepseek,all,有效性,3136,7.392857142857143,0,3,20,12.952806122449077
glm4.5,deepseek,all,无干扰性,3136,7.589285714285714,112,1,20,16.420599489795997
glm4.5,deepseek,all,可部署性,3136,7.214285714285714,336,1,20,24.061224489795734
glm4.5,deepseek,no_cot,有效性,3136,15.375,0,3,20,11.055803571428571
glm4.5,deepseek,no_cot,无干扰性,3136,9.357142857142858,168,1,20,39.372448979591816
glm4.5,deepseek,no_cot,可部署性,3136,5.660714285714286,224,1,20,21.54559948979616
glm4.5,deepseek,no_rag,有效性,3136,9.410714285714286,0,2,17,7.313456632653082
glm4.5,deepseek,no_rag,无干扰性,3136,8.0,168,1,19,20.714285714285715
glm4.5,deepseek,no_rag,可部署性,3136,7.571428571428571,112,1,17,19.852040816326646
glm4.5,deepseek,no_feedback,有效性,3136,16.375,56,1,20,13.520089285714286
glm4.5,deepseek,no_feedback,无干扰性,3136,10.75,112,1,20,35.330357142857146
glm4.5,deepseek,no_feedback,可部署性,3136,8.142857142857142,112,1,18,20.19387755102058
glm4.5,glm4.5,all,有效性,3136,6.625,0,3,20,9.520089285714286
glm4.5,glm4.5,all,无干扰性,3136,9.196428571428571,112,1,17,15.336415816326605
glm4.5,glm4.5,all,可部署性,3136,9.964285714285714,168,1,17,21.034438775509955
glm4.5,glm4.5,no_cot,有效性,3136,12.5,0,6,19,12.75
glm4.5,glm4.5,no_cot,无干扰性,3136,10.5,168,1,19,24.142857142857142
glm4.5,glm4.5,no_cot,可部署性,3136,9.535714285714286,0,2,17,19.891581632653008
glm4.5,glm4.5,no_rag,有效性,3136,9.357142857142858,0,4,20,13.086734693877467
glm4.5,glm4.5,no_rag,无干扰性,3136,10.767857142857142,56,1,19,15.78539540816351
glm4.5,glm4.5,no_rag,可部署性,3136,11.071428571428571,0,3,20,14.530612244897977
glm4.5,glm4.5,no_feedback,有效性,3136,16.035714285714285,0,7,20,9.391581632653033
glm4.5,glm4.5,no_feedback,无干扰性,3136,13.142857142857142,56,1,20,25.693877551020286
glm4.5,glm4.5,no_feedback,可部署性,3136,11.428571428571429,0,3,20,20.173469387755308
glm4.5,gpt5,all,有效性,3080,1.690909090909091,2632,1,20,8.21355371900859
glm4.5,gpt5,all,无干扰性,3080,13.345454545454546,392,1,20,50.00793388429828
glm4.5,gpt5,all,可部署性,3080,18.0,0,8,20,5.418181818181818
glm4.5,gpt5,no_cot,有效性,3136,4.446428571428571,56,1,18,12.068558673469646
glm4.5,gpt5,no_cot,无干扰性,3136,12.017857142857142,56,1,19,35.73182397959156
glm4.5,gpt5,no_cot,可部署性,3136,15.714285714285714,0,4,20,13.48979591836722
glm4.5,gpt5,no_rag,有效性,3136,3.0357142857142856,336,1,20,14.391581632653166
glm4.5,gpt5,no_rag,无干扰性,3136,14.660714285714286,280,1,20,46.90274234693864
glm4.5,gpt5,no_rag,可部署性,3136,18.553571428571427,0,6,20,5.74713010204082
glm4.5,gpt5,no_feedback,有效性,3136,7.910714285714286,56,1,20,26.581313775510576
glm4.5,gpt5,no_feedback,无干扰性,3136,12.303571428571429,0,2,20,32.568558673469674
glm4.5,gpt5,no_feedback,可部署性,3136,15.714285714285714,0,7,20,9.168367346938833
glm4.5,grok4,all,有效性,3136,10.125,0,4,20,9.145089285714286
glm4.5,grok4,all,无干扰性,3136,7.625,224,1,20,20.520089285714285
glm4.5,grok4,all,可部署性,3136,6.910714285714286,224,1,20,17.759885204081407
glm4.5,grok4,no_cot,有效性,3136,13.392857142857142,0,6,18,10.309948979591969
glm4.5,grok4,no_cot,无干扰性,3136,11.232142857142858,0,2,18,23.571109693877478
glm4.5,grok4,no_cot,可部署性,3136,10.267857142857142,56,1,18,22.946109693877304
glm4.5,grok4,no_rag,有效性,3136,12.0,0,3,20,9.821428571428571
glm4.5,grok4,no_rag,无干扰性,3136,9.553571428571429,112,1,20,24.461415816326838
glm4.5,grok4,no_rag,可部署性,3136,9.607142857142858,56,1,20,23.309948979591958
glm4.5,grok4,no_feedback,有效性,3136,16.464285714285715,0,8,20,9.820153061224378
glm4.5,grok4,no_feedback,无干扰性,3136,13.035714285714286,0,2,20,30.82015306122518
glm4.5,grok4,no_feedback,可部署性,3136,11.892857142857142,0,4,20,20.45280612244903
gpt5,ali-qwen,all,有效性,3136,6.232142857142857,0,3,19,10.106823979591617
gpt5,ali-qwen,all,无干扰性,3136,9.125,56,1,19,18.252232142857142
gpt5,ali-qwen,all,可部署性,3136,7.5,224,1,19,16.571428571428573
gpt5,ali-qwen,no_cot,有效性,3136,15.946428571428571,0,6,20,7.300701530612149
gpt5,ali-qwen,no_cot,无干扰性,3136,11.392857142857142,168,1,20,42.59566326530628
gpt5,ali-qwen,no_cot,可部署性,3136,13.428571428571429,168,1,20,31.994897959183312
gpt5,ali-qwen,no_rag,有效性,3136,10.339285714285714,0,3,20,15.902742346938787
gpt5,ali-qwen,no_rag,无干扰性,3136,8.464285714285714,56,1,20,18.28443877551015
gpt5,ali-qwen,no_rag,可部署性,3136,9.607142857142858,56,1,20,22.595663265306268
gpt5,ali-qwen,no_feedback,有效性,3136,17.196428571428573,0,7,20,7.657844387755041
gpt5,ali-qwen,no_feedback,无干扰性,3136,11.017857142857142,112,1,20,45.62468112244878
gpt5,ali-qwen,no_feedback,可部署性,3136,14.910714285714286,0,3,20,28.11702806122439
gpt5,deepseek,all,有效性,3136,7.642857142857143,56,1,20,13.479591836734697
gpt5,deepseek,all,无干扰性,3136,7.714285714285714,336,1,19,22.596938775509972
gpt5,deepseek,all,可部署性,3136,5.910714285714286,728,1,20,26.902742346938897
gpt5,deepseek,no_cot,有效性,3136,12.089285714285714,0,4,20,14.795599489795904
gpt5,deepseek,no_cot,无干扰性,3136,7.803571428571429,392,1,20,30.872130102040913
gpt5,deepseek,no_cot,可部署性,3136,6.714285714285714,560,1,20,31.811224489796437
gpt5,deepseek,no_rag,有效性,3136,8.392857142857142,0,3,16,9.202806122448877
gpt5,deepseek,no_rag,无干扰性,3136,7.571428571428571,280,1,20,21.85204081632681
gpt5,deepseek,no_rag,可部署性,3136,5.75,448,1,15,17.616071428571427
gpt5,deepseek,no_feedback,有效性,3136,13.053571428571429,0,6,20,16.62213010204095
gpt5,deepseek,no_feedback,无干扰性,3136,7.803571428571429,112,1,20,28.336415816326618
gpt5,deepseek,no_feedback,可部署性,3136,8.160714285714286,56,1,20,30.56345663265305
gpt5,glm4.5,all,有效性,3136,8.25,56,1,20,10.544642857142858
gpt5,glm4.5,all,无干扰性,3136,10.5,56,1,19,20.107142857142858
gpt5,glm4.5,all,可部署性,3136,9.642857142857142,56,1,20,16.26530612244889
gpt5,glm4.5,no_cot,有效性,3136,12.821428571428571,0,5,20,16.646683673469592
gpt5,glm4.5,no_cot,无干扰性,3136,10.392857142857142,336,1,20,39.38137755102046
gpt5,glm4.5,no_cot,可部署性,3136,10.357142857142858,112,1,19,28.65816326530583
gpt5,glm4.5,no_rag,有效性,3136,11.714285714285714,0,2,20,17.132653061224513
gpt5,glm4.5,no_rag,无干扰性,3136,12.214285714285714,56,1,20,21.4897959183673
gpt5,glm4.5,no_rag,可部署性,3136,11.892857142857142,0,2,20,25.024234693877254
gpt5,glm4.5,no_feedback,有效性,3136,14.607142857142858,0,4,20,12.9528061224491
gpt5,glm4.5,no_feedback,无干扰性,3136,10.5,224,1,20,31.392857142857142
gpt5,glm4.5,no_feedback,可部署性,3136,11.142857142857142,112,1,20,29.65816326530589
gpt5,gpt5,all,有效性,3136,2.2857142857142856,2240,1,20,15.311224489795972
gpt5,gpt5,all,无干扰性,3136,13.232142857142858,280,1,20,36.07110969387753
gpt5,gpt5,all,可部署性,3136,11.053571428571429,112,1,20,27.300701530611963
gpt5,gpt5,no_cot,有效性,3136,3.5357142857142856,168,1,13,4.570153061224518
gpt5,gpt5,no_cot,无干扰性,3136,12.803571428571429,0,2,20,23.12213010204097
gpt5,gpt5,no_cot,可部署性,3136,8.553571428571429,112,1,18,21.10427295918403
gpt5,gpt5,no_rag,有效性,3136,3.107142857142857,616,1,20,13.167091836735047
gpt5,gpt5,no_rag,无干扰性,3136,13.714285714285714,168,1,20,35.98979591836766
gpt5,gpt5,no_rag,可部署性,3136,11.767857142857142,56,1,20,22.392538265305777
gpt5,gpt5,no_feedback,有效性,3136,4.928571428571429,0,2,17,7.173469387755048
gpt5,gpt5,no_feedback,无干扰性,3136,12.196428571428571,56,1,20,25.086415816326337
gpt5,gpt5,no_feedback,可部署性,3136,9.125,224,1,18,23.359375
gpt5,grok4,all,有效性,3136,12.321428571428571,0,6,20,9.610969387755109
gpt5,grok4,all,无干扰性,3136,10.607142857142858,56,1,20,21.417091836734578
gpt5,grok4,all,可部署性,3136,12.571428571428571,0,2,20,19.387755102040934
gpt5,grok4,no_cot,有效性,3136,15.553571428571429,0,7,20,8.211415816326436
gpt5,grok4,no_cot,无干扰性,3136,10.160714285714286,112,1,20,31.920599489796068
gpt5,grok4,no_cot,可部署性,3136,14.321428571428571,0,3,20,22.253826530612407
gpt5,grok4,no_rag,有效性,3136,13.107142857142858,0,3,20,23.095663265306104
gpt5,grok4,no_rag,无干扰性,3136,11.482142857142858,168,1,20,39.32110969387743
gpt5,grok4,no_rag,可部署性,3136,12.535714285714286,56,1,20,37.641581632653555
gpt5,grok4,no_feedback,有效性,3136,16.875,0,8,20,10.359375
gpt5,grok4,no_feedback,无干扰性,3136,11.303571428571429,112,1,20,42.63998724489772
gpt5,grok4,no_feedback,可部署性,3136,15.053571428571429,56,1,20,30.050701530612002
deepseek,ali-qwen,all,有效性,3136,7.178571428571429,0,2,19,9.57525510204071
deepseek,ali-qwen,all,无干扰性,3136,8.232142857142858,56,1,19,14.821109693877514
deepseek,ali-qwen,all,可部署性,3136,8.410714285714286,280,1,19,16.884885204081513
deepseek,ali-qwen,no_cot,有效性,3136,17.160714285714285,0,5,20,7.206313775510191
deepseek,ali-qwen,no_cot,无干扰性,3136,10.107142857142858,560,1,20,43.48852040816365
deepseek,ali-qwen,no_cot,可部署性,3136,5.196428571428571,1288,1,20,25.907844387755585
deepseek,ali-qwen,no_rag,有效性,3136,10.196428571428571,0,5,20,15.15784438775548
deepseek,ali-qwen,no_rag,无干扰性,3136,9.964285714285714,0,2,20,18.9630102040817
deepseek,ali-qwen,no_rag,可部署性,3136,10.696428571428571,0,2,20,16.068558673469514
deepseek,ali-qwen,no_feedback,有效性,3136,17.053571428571427,0,10,20,4.8007015306122245
deepseek,ali-qwen,no_feedback,无干扰性,3136,10.303571428571429,168,1,20,38.639987244897895
deepseek,ali-qwen,no_feedback,可部署性,3136,7.517857142857143,56,1,18,22.24968112244872
deepseek,deepseek,all,有效性,3136,7.160714285714286,112,1,20,13.849170918367381
deepseek,deepseek,all,无干扰性,3136,7.571428571428571,224,1,20,21.280612244898002
deepseek,deepseek,all,可部署性,3136,8.035714285714286,280,1,20,24.24872448979613
deepseek,deepseek,no_cot,有效性,3136,15.535714285714286,0,5,20,10.57015306122427
deepseek,deepseek,no_cot,无干扰性,3136,7.857142857142857,504,1,20,42.336734693878064
deepseek,deepseek,no_cot,可部署性,3136,3.767857142857143,784,1,20,14.071109693877537
deepseek,deepseek,no_rag,有效性,3136,9.625,0,2,19,12.591517857142858
deepseek,deepseek,no_rag,无干扰性,3136,7.982142857142857,336,1,19,23.338966836734407
deepseek,deepseek,no_rag,可部署性,3136,7.517857142857143,112,1,17,20.106823979591564
deepseek,deepseek,no_feedback,有效性,3136,15.571428571428571,56,1,20,14.17346938775506
deepseek,deepseek,no_feedback,无干扰性,3136,9.392857142857142,112,1,20,38.02423469387727
deepseek,deepseek,no_feedback,可部署性,3136,6.339285714285714,112,1,16,17.331313775510303
deepseek,glm4.5,all,有效性,3136,6.392857142857143,56,1,20,9.559948979591777
deepseek,glm4.5,all,无干扰性,3136,9.553571428571429,0,3,20,14.9614158163266
deepseek,glm4.5,all,可部署性,3136,10.839285714285714,0,2,20,14.813456632653097
deepseek,glm4.5,no_cot,有效性,3136,12.160714285714286,0,4,20,19.95631377551047
deepseek,glm4.5,no_cot,无干扰性,3136,10.5,56,1,19,23.642857142857142
deepseek,glm4.5,no_cot,可部署性,3136,9.071428571428571,56,1,17,23.209183673469347
deepseek,glm4.5,no_rag,有效性,3136,8.839285714285714,0,2,20,14.742028061224408
deepseek,glm4.5,no_rag,无干扰性,3136,10.803571428571429,0,2,20,18.62213010204099
deepseek,glm4.5,no_rag,可部署性,3136,11.25,0,2,20,17.973214285714285
deepseek,glm4.5,no_feedback,有效性,3136,14.857142857142858,0,5,20,13.408163265306218
deepseek,glm4.5,no_feedback,无干扰性,3136,11.125,224,1,20,29.537946428571427
deepseek,glm4.5,no_feedback,可部署性,3136,10.910714285714286,0,2,20,22.509885204081634
deepseek,gpt5,all,有效性,3136,2.25,2240,1,20,13.866071428571429
deepseek,gpt5,all,无干扰性,3136,12.535714285714286,504,1,20,54.89158163265273
deepseek,gpt5,all,可部署性,3136,18.017857142857142,0,10,20,3.6246811224490028
deepseek,gpt5,no_cot,有效性,3136,4.267857142857143,56,1,14,9.48182397959157
deepseek,gpt5,no_cot,无干扰性,3136,12.589285714285714,56,1,20,35.42059948979571
deepseek,gpt5,no_cot,可部署性,3136,16.214285714285715,0,6,19,7.918367346938734
deepseek,gpt5,no_rag,有效性,3136,3.107142857142857,504,1,20,13.631377551020794
deepseek,gpt5,no_rag,无干扰性,3136,14.482142857142858,56,1,20,49.71396683673492
deepseek,gpt5,no_rag,可部署性,3136,19.107142857142858,0,11,20,1.8456632653060883
deepseek,gpt5,no_feedback,有效性,3136,6.0,112,1,17,14.5
deepseek,gpt5,no_feedback,无干扰性,3136,13.321428571428571,0,2,20,37.18239795918423
deepseek,gpt5,no_feedback,可部署性,3136,17.017857142857142,0,7,20,6.517538265306257
deepseek,grok4,all,有效性,3136,11.0,0,6,20,10.607142857142858
deepseek,grok4,all,无干扰性,3136,8.535714285714286,168,1,20,14.248724489795826
deepseek,grok4,all,可部署性,3136,8.464285714285714,56,1,20,11.320153061224485
deepseek,grok4,no_cot,有效性,3136,13.785714285714286,0,5,20,9.668367346938812
deepseek,grok4,no_cot,无干扰性,3136,11.428571428571429,0,2,19,18.24489795918372
deepseek,grok4,no_cot,可部署性,3136,9.232142857142858,56,1,18,21.071109693877517
deepseek,grok4,no_rag,有效性,3136,11.785714285714286,0,3,20,14.025510204081614
deepseek,grok4,no_rag,无干扰性,3136,10.392857142857142,112,1,20,27.024234693877432
deepseek,grok4,no_rag,可部署性,3136,10.839285714285714,56,1,20,20.242028061224328
deepseek,grok4,no_feedback,有效性,3136,16.0,0,9,20,7.0
deepseek,grok4,no_feedback,无干扰性,3136,13.321428571428571,0,2,20,25.468112244898023
deepseek,grok4,no_feedback,可部署性,3136,11.553571428571429,0,2,20,22.46141581632678
