timestamp,cve_id,dimension,ranking
2025-11-19T15:54:38,CVE-2019-11247,effectiveness,"[""C19"", ""C10"", ""C7"", ""C17"", ""C20"", ""C15"", ""C12"", ""C2"", ""C16"", ""C4"", ""C3"", ""C18"", ""C5"", ""C1"", ""C6"", ""C8"", ""C9"", ""C11"", ""C13"", ""C14""]"
2025-11-19T15:54:38,CVE-2019-11247,interference,"[""C19"", ""C10"", ""C17"", ""C12"", ""C20"", ""C2"", ""C7"", ""C16"", ""C4"", ""C3"", ""C15"", ""C5"", ""C1"", ""C18"", ""C6"", ""C8"", ""C9"", ""C11"", ""C13"", ""C14""]"
2025-11-19T15:54:38,CVE-2019-11247,deployability,"[""C19"", ""C17"", ""C7"", ""C20"", ""C2"", ""C12"", ""C4"", ""C16"", ""C3"", ""C18"", ""C10"", ""C15"", ""C5"", ""C1"", ""C6"", ""C8"", ""C9"", ""C11"", ""C13"", ""C14""]"
2025-11-02T22:51:14,CVE-2019-3869,effectiveness,"[""C19"", ""C17"", ""C12"", ""C18"", ""C8"", ""C14"", ""C4"", ""C20"", ""C7"", ""C13"", ""C1"", ""C5"", ""C2"", ""C6"", ""C16"", ""C3"", ""C9"", ""C10"", ""C11"", ""C15""]"
2025-11-02T22:51:14,CVE-2019-3869,interference,"[""C19"", ""C17"", ""C14"", ""C4"", ""C12"", ""C8"", ""C2"", ""C20"", ""C7"", ""C6"", ""C16"", ""C18"", ""C13"", ""C5"", ""C1"", ""C3"", ""C9"", ""C10"", ""C11"", ""C15""]"
2025-11-02T22:51:14,CVE-2019-3869,deployability,"[""C19"", ""C18"", ""C17"", ""C12"", ""C4"", ""C14"", ""C8"", ""C20"", ""C5"", ""C1"", ""C2"", ""C16"", ""C7"", ""C13"", ""C6"", ""C3"", ""C9"", ""C10"", ""C11"", ""C15""]"
2025-12-27T02:25:15,CVE-2020-15257,effectiveness,"[""C19"", ""C9"", ""C17"", ""C14"", ""C8"", ""C7"", ""C20"", ""C12"", ""C15"", ""C16"", ""C18"", ""C4"", ""C3"", ""C5"", ""C2"", ""C1"", ""C6"", ""C10"", ""C11"", ""C13""]"
2025-12-27T02:25:15,CVE-2020-15257,interference,"[""C19"", ""C20"", ""C9"", ""C17"", ""C14"", ""C4"", ""C5"", ""C12"", ""C8"", ""C15"", ""C7"", ""C18"", ""C16"", ""C3"", ""C2"", ""C1"", ""C6"", ""C10"", ""C11"", ""C13""]"
2025-12-27T02:25:15,CVE-2020-15257,deployability,"[""C19"", ""C17"", ""C9"", ""C14"", ""C20"", ""C12"", ""C8"", ""C15"", ""C7"", ""C4"", ""C5"", ""C3"", ""C2"", ""C18"", ""C1"", ""C16"", ""C6"", ""C10"", ""C11"", ""C13""]"
2025-12-15T07:16:44,CVE-2020-1742,effectiveness,"[""C19"", ""C14"", ""C15"", ""C20"", ""C10"", ""C8"", ""C12"", ""C17"", ""C2"", ""C4"", ""C18"", ""C7"", ""C13"", ""C1"", ""C3"", ""C5"", ""C11"", ""C16"", ""C6"", ""C9""]"
2025-12-15T07:16:44,CVE-2020-1742,interference,"[""C2"", ""C1"", ""C7"", ""C4"", ""C5"", ""C12"", ""C17"", ""C10"", ""C14"", ""C15"", ""C20"", ""C19"", ""C13"", ""C18"", ""C8"", ""C3"", ""C11"", ""C16"", ""C6"", ""C9""]"
2025-12-15T07:16:44,CVE-2020-1742,deployability,"[""C19"", ""C14"", ""C12"", ""C17"", ""C10"", ""C18"", ""C20"", ""C15"", ""C8"", ""C4"", ""C13"", ""C7"", ""C2"", ""C1"", ""C5"", ""C16"", ""C3"", ""C11"", ""C6"", ""C9""]"
2025-12-30T03:44:52,CVE-2020-4062,effectiveness,"[""C19"", ""C8"", ""C14"", ""C20"", ""C15"", ""C7"", ""C18"", ""C5"", ""C4"", ""C17"", ""C13"", ""C12"", ""C2"", ""C3"", ""C1"", ""C16"", ""C6"", ""C11"", ""C9"", ""C10""]"
2025-12-30T03:44:52,CVE-2020-4062,interference,"[""C1"", ""C2"", ""C3"", ""C12"", ""C13"", ""C17"", ""C4"", ""C5"", ""C7"", ""C18"", ""C15"", ""C20"", ""C14"", ""C8"", ""C19"", ""C16"", ""C6"", ""C9"", ""C10"", ""C11""]"
2025-12-30T03:44:52,CVE-2020-4062,deployability,"[""C19"", ""C8"", ""C14"", ""C18"", ""C20"", ""C15"", ""C7"", ""C13"", ""C17"", ""C12"", ""C2"", ""C3"", ""C1"", ""C4"", ""C5"", ""C16"", ""C6"", ""C9"", ""C10"", ""C11""]"
2025-12-30T23:04:53,CVE-2020-8559,effectiveness,"[""C19"", ""C9"", ""C16"", ""C18"", ""C8"", ""C7"", ""C17"", ""C12"", ""C2"", ""C13"", ""C3"", ""C20"", ""C15"", ""C14"", ""C6"", ""C1"", ""C4"", ""C5"", ""C10"", ""C11""]"
2025-12-30T23:04:53,CVE-2020-8559,interference,"[""C5"", ""C19"", ""C9"", ""C17"", ""C12"", ""C8"", ""C7"", ""C2"", ""C1"", ""C4"", ""C18"", ""C16"", ""C13"", ""C3"", ""C14"", ""C6"", ""C15"", ""C20"", ""C10"", ""C11""]"
2025-12-30T23:04:53,CVE-2020-8559,deployability,"[""C19"", ""C9"", ""C14"", ""C18"", ""C17"", ""C13"", ""C16"", ""C3"", ""C2"", ""C1"", ""C12"", ""C5"", ""C4"", ""C8"", ""C7"", ""C20"", ""C15"", ""C6"", ""C10"", ""C11""]"
2025-12-29T11:21:03,CVE-2021-41254,effectiveness,"[""C19"", ""C9"", ""C8"", ""C18"", ""C13"", ""C17"", ""C12"", ""C10"", ""C7"", ""C4"", ""C2"", ""C3"", ""C1"", ""C5"", ""C20"", ""C16"", ""C6"", ""C11"", ""C14"", ""C15""]"
2025-12-29T11:21:03,CVE-2021-41254,interference,"[""C19"", ""C9"", ""C4"", ""C2"", ""C3"", ""C16"", ""C1"", ""C5"", ""C13"", ""C18"", ""C8"", ""C12"", ""C17"", ""C10"", ""C7"", ""C20"", ""C6"", ""C11"", ""C14"", ""C15""]"
2025-12-29T11:21:03,CVE-2021-41254,deployability,"[""C19"", ""C9"", ""C2"", ""C4"", ""C3"", ""C8"", ""C10"", ""C13"", ""C18"", ""C12"", ""C17"", ""C7"", ""C1"", ""C5"", ""C20"", ""C16"", ""C11"", ""C6"", ""C14"", ""C15""]"
2025-12-27T23:04:34,CVE-2021-43858,effectiveness,"[""C19"", ""C18"", ""C9"", ""C14"", ""C7"", ""C8"", ""C17"", ""C5"", ""C2"", ""C10"", ""C12"", ""C20"", ""C4"", ""C16"", ""C1"", ""C3"", ""C6"", ""C11"", ""C13"", ""C15""]"
2025-12-27T23:04:34,CVE-2021-43858,interference,"[""C18"", ""C19"", ""C7"", ""C8"", ""C17"", ""C9"", ""C14"", ""C1"", ""C4"", ""C2"", ""C5"", ""C10"", ""C16"", ""C20"", ""C3"", ""C12"", ""C6"", ""C11"", ""C13"", ""C15""]"
2025-12-27T23:04:34,CVE-2021-43858,deployability,"[""C19"", ""C18"", ""C5"", ""C7"", ""C8"", ""C9"", ""C17"", ""C2"", ""C16"", ""C12"", ""C1"", ""C3"", ""C4"", ""C10"", ""C14"", ""C20"", ""C6"", ""C11"", ""C13"", ""C15""]"
2025-11-01T11:12:52,CVE-2022-1902,effectiveness,"[""C19"", ""C14"", ""C9"", ""C20"", ""C18"", ""C4"", ""C5"", ""C12"", ""C17"", ""C15"", ""C8"", ""C7"", ""C10"", ""C1"", ""C2"", ""C3"", ""C16"", ""C6"", ""C11"", ""C13""]"
2025-11-01T11:12:52,CVE-2022-1902,interference,"[""C19"", ""C18"", ""C4"", ""C5"", ""C16"", ""C2"", ""C6"", ""C20"", ""C14"", ""C9"", ""C12"", ""C17"", ""C1"", ""C10"", ""C3"", ""C8"", ""C15"", ""C7"", ""C11"", ""C13""]"
2025-11-01T11:12:52,CVE-2022-1902,deployability,"[""C19"", ""C14"", ""C4"", ""C5"", ""C2"", ""C9"", ""C20"", ""C12"", ""C17"", ""C15"", ""C3"", ""C1"", ""C10"", ""C7"", ""C16"", ""C8"", ""C18"", ""C6"", ""C11"", ""C13""]"
2025-12-28T23:08:19,CVE-2022-21701,effectiveness,"[""C19"", ""C14"", ""C20"", ""C15"", ""C5"", ""C8"", ""C7"", ""C17"", ""C18"", ""C4"", ""C1"", ""C12"", ""C2"", ""C3"", ""C16"", ""C11"", ""C6"", ""C9"", ""C10"", ""C13""]"
2025-12-28T23:08:19,CVE-2022-21701,interference,"[""C19"", ""C5"", ""C20"", ""C15"", ""C14"", ""C18"", ""C17"", ""C7"", ""C1"", ""C4"", ""C8"", ""C12"", ""C2"", ""C3"", ""C16"", ""C11"", ""C6"", ""C9"", ""C10"", ""C13""]"
2025-12-28T23:08:19,CVE-2022-21701,deployability,"[""C19"", ""C14"", ""C20"", ""C15"", ""C8"", ""C5"", ""C17"", ""C12"", ""C7"", ""C18"", ""C3"", ""C4"", ""C2"", ""C16"", ""C1"", ""C11"", ""C6"", ""C9"", ""C10"", ""C13""]"
2025-11-09T10:12:31,CVE-2022-23652,effectiveness,"[""C19"", ""C14"", ""C9"", ""C17"", ""C7"", ""C10"", ""C12"", ""C18"", ""C3"", ""C1"", ""C20"", ""C11"", ""C16"", ""C2"", ""C4"", ""C5"", ""C6"", ""C8"", ""C13"", ""C15""]"
2025-11-09T10:12:31,CVE-2022-23652,interference,"[""C19"", ""C14"", ""C9"", ""C17"", ""C7"", ""C10"", ""C12"", ""C1"", ""C11"", ""C16"", ""C2"", ""C4"", ""C5"", ""C18"", ""C3"", ""C20"", ""C6"", ""C8"", ""C13"", ""C15""]"
2025-11-09T10:12:31,CVE-2022-23652,deployability,"[""C19"", ""C14"", ""C9"", ""C17"", ""C1"", ""C3"", ""C11"", ""C16"", ""C7"", ""C10"", ""C12"", ""C18"", ""C20"", ""C2"", ""C4"", ""C5"", ""C6"", ""C8"", ""C13"", ""C15""]"
2025-11-12T01:51:48,CVE-2022-24730,effectiveness,"[""C19"", ""C14"", ""C18"", ""C20"", ""C4"", ""C8"", ""C13"", ""C17"", ""C12"", ""C10"", ""C3"", ""C5"", ""C2"", ""C7"", ""C15"", ""C1"", ""C16"", ""C6"", ""C9"", ""C11""]"
2025-11-12T01:51:48,CVE-2022-24730,interference,"[""C4"", ""C3"", ""C2"", ""C18"", ""C20"", ""C1"", ""C7"", ""C14"", ""C19"", ""C13"", ""C17"", ""C12"", ""C5"", ""C10"", ""C8"", ""C16"", ""C15"", ""C6"", ""C9"", ""C11""]"
2025-11-12T01:51:48,CVE-2022-24730,deployability,"[""C19"", ""C14"", ""C18"", ""C20"", ""C4"", ""C3"", ""C2"", ""C16"", ""C13"", ""C8"", ""C5"", ""C10"", ""C17"", ""C12"", ""C15"", ""C7"", ""C1"", ""C6"", ""C9"", ""C11""]"
2025-11-20T12:54:45,CVE-2022-24768,effectiveness,"[""C19"", ""C18"", ""C10"", ""C7"", ""C9"", ""C13"", ""C17"", ""C5"", ""C12"", ""C16"", ""C1"", ""C3"", ""C4"", ""C20"", ""C2"", ""C6"", ""C11"", ""C8"", ""C14"", ""C15""]"
2025-11-20T12:54:45,CVE-2022-24768,interference,"[""C4"", ""C2"", ""C5"", ""C13"", ""C18"", ""C10"", ""C17"", ""C12"", ""C7"", ""C16"", ""C20"", ""C19"", ""C9"", ""C1"", ""C3"", ""C6"", ""C11"", ""C8"", ""C14"", ""C15""]"
2025-11-20T12:54:45,CVE-2022-24768,deployability,"[""C19"", ""C18"", ""C13"", ""C7"", ""C4"", ""C9"", ""C5"", ""C3"", ""C2"", ""C1"", ""C16"", ""C10"", ""C17"", ""C12"", ""C20"", ""C6"", ""C11"", ""C8"", ""C14"", ""C15""]"
2025-12-18T14:52:49,CVE-2022-24817,effectiveness,"[""C19"", ""C18"", ""C13"", ""C3"", ""C20"", ""C4"", ""C8"", ""C14"", ""C6"", ""C7"", ""C1"", ""C2"", ""C5"", ""C10"", ""C12"", ""C17"", ""C16"", ""C9"", ""C11"", ""C15""]"
2025-12-18T14:52:49,CVE-2022-24817,interference,"[""C3"", ""C20"", ""C19"", ""C18"", ""C13"", ""C7"", ""C1"", ""C2"", ""C8"", ""C14"", ""C6"", ""C4"", ""C10"", ""C12"", ""C17"", ""C16"", ""C5"", ""C9"", ""C11"", ""C15""]"
2025-12-18T14:52:49,CVE-2022-24817,deployability,"[""C19"", ""C18"", ""C3"", ""C20"", ""C16"", ""C5"", ""C4"", ""C10"", ""C6"", ""C8"", ""C13"", ""C14"", ""C1"", ""C7"", ""C2"", ""C12"", ""C17"", ""C9"", ""C11"", ""C15""]"
2025-12-05T18:10:04,CVE-2022-24877,effectiveness,"[""C10"", ""C17"", ""C18"", ""C9"", ""C20"", ""C4"", ""C7"", ""C19"", ""C1"", ""C3"", ""C12"", ""C5"", ""C2"", ""C16"", ""C6"", ""C8"", ""C11"", ""C13"", ""C14"", ""C15""]"
2025-12-05T18:10:04,CVE-2022-24877,interference,"[""C4"", ""C7"", ""C1"", ""C18"", ""C10"", ""C20"", ""C9"", ""C3"", ""C12"", ""C17"", ""C19"", ""C5"", ""C2"", ""C16"", ""C6"", ""C8"", ""C11"", ""C13"", ""C14"", ""C15""]"
2025-12-05T18:10:04,CVE-2022-24877,deployability,"[""C4"", ""C7"", ""C1"", ""C3"", ""C12"", ""C18"", ""C9"", ""C10"", ""C20"", ""C17"", ""C5"", ""C2"", ""C19"", ""C16"", ""C6"", ""C8"", ""C11"", ""C13"", ""C14"", ""C15""]"
2025-12-27T23:13:22,CVE-2022-29165,effectiveness,"[""C19"", ""C17"", ""C7"", ""C18"", ""C4"", ""C14"", ""C2"", ""C20"", ""C12"", ""C8"", ""C5"", ""C1"", ""C6"", ""C11"", ""C16"", ""C3"", ""C9"", ""C10"", ""C13"", ""C15""]"
2025-12-27T23:13:22,CVE-2022-29165,interference,"[""C2"", ""C5"", ""C20"", ""C1"", ""C6"", ""C11"", ""C16"", ""C4"", ""C14"", ""C18"", ""C12"", ""C8"", ""C7"", ""C17"", ""C19"", ""C3"", ""C9"", ""C10"", ""C13"", ""C15""]"
2025-12-27T23:13:22,CVE-2022-29165,deployability,"[""C19"", ""C4"", ""C2"", ""C14"", ""C18"", ""C17"", ""C7"", ""C16"", ""C20"", ""C12"", ""C8"", ""C5"", ""C1"", ""C3"", ""C6"", ""C11"", ""C9"", ""C10"", ""C13"", ""C15""]"
2025-11-19T06:20:13,CVE-2022-29171,effectiveness,"[""C19"", ""C7"", ""C10"", ""C15"", ""C20"", ""C17"", ""C12"", ""C18"", ""C4"", ""C2"", ""C5"", ""C3"", ""C1"", ""C13"", ""C16"", ""C11"", ""C6"", ""C8"", ""C9"", ""C14""]"
2025-11-19T06:20:13,CVE-2022-29171,interference,"[""C19"", ""C10"", ""C15"", ""C17"", ""C7"", ""C20"", ""C18"", ""C2"", ""C4"", ""C12"", ""C3"", ""C1"", ""C13"", ""C5"", ""C16"", ""C11"", ""C6"", ""C8"", ""C9"", ""C14""]"
2025-11-19T06:20:13,CVE-2022-29171,deployability,"[""C19"", ""C10"", ""C15"", ""C7"", ""C12"", ""C17"", ""C20"", ""C18"", ""C4"", ""C2"", ""C13"", ""C3"", ""C1"", ""C16"", ""C5"", ""C11"", ""C6"", ""C8"", ""C9"", ""C14""]"
2025-11-11T05:42:42,CVE-2022-29179,effectiveness,"[""C19"", ""C12"", ""C17"", ""C15"", ""C20"", ""C13"", ""C18"", ""C7"", ""C4"", ""C3"", ""C5"", ""C16"", ""C2"", ""C1"", ""C11"", ""C6"", ""C8"", ""C9"", ""C10"", ""C14""]"
2025-11-11T05:42:42,CVE-2022-29179,interference,"[""C19"", ""C17"", ""C18"", ""C20"", ""C13"", ""C15"", ""C12"", ""C7"", ""C4"", ""C3"", ""C5"", ""C2"", ""C1"", ""C16"", ""C11"", ""C6"", ""C8"", ""C9"", ""C10"", ""C14""]"
2025-11-11T05:42:42,CVE-2022-29179,deployability,"[""C19"", ""C15"", ""C20"", ""C12"", ""C18"", ""C13"", ""C17"", ""C3"", ""C4"", ""C5"", ""C7"", ""C2"", ""C16"", ""C1"", ""C11"", ""C6"", ""C8"", ""C9"", ""C10"", ""C14""]"
2025-11-09T14:20:13,CVE-2022-31102,effectiveness,"[""C19"", ""C18"", ""C14"", ""C13"", ""C17"", ""C12"", ""C10"", ""C20"", ""C8"", ""C4"", ""C3"", ""C7"", ""C5"", ""C16"", ""C1"", ""C2"", ""C6"", ""C9"", ""C11"", ""C15""]"
2025-11-09T14:20:13,CVE-2022-31102,interference,"[""C19"", ""C2"", ""C3"", ""C4"", ""C7"", ""C14"", ""C12"", ""C18"", ""C13"", ""C20"", ""C10"", ""C17"", ""C5"", ""C8"", ""C16"", ""C1"", ""C6"", ""C9"", ""C11"", ""C15""]"
2025-11-09T14:20:13,CVE-2022-31102,deployability,"[""C19"", ""C14"", ""C17"", ""C12"", ""C18"", ""C13"", ""C4"", ""C3"", ""C7"", ""C5"", ""C16"", ""C8"", ""C20"", ""C10"", ""C1"", ""C2"", ""C6"", ""C9"", ""C11"", ""C15""]"
2025-12-24T17:46:12,CVE-2022-37968,effectiveness,"[""C19"", ""C14"", ""C9"", ""C8"", ""C17"", ""C20"", ""C18"", ""C7"", ""C12"", ""C1"", ""C4"", ""C2"", ""C3"", ""C16"", ""C5"", ""C6"", ""C10"", ""C11"", ""C13"", ""C15""]"
2025-12-24T17:46:12,CVE-2022-37968,interference,"[""C1"", ""C4"", ""C17"", ""C20"", ""C19"", ""C14"", ""C8"", ""C2"", ""C7"", ""C12"", ""C3"", ""C5"", ""C16"", ""C9"", ""C18"", ""C6"", ""C10"", ""C11"", ""C13"", ""C15""]"
2025-12-24T17:46:12,CVE-2022-37968,deployability,"[""C19"", ""C14"", ""C9"", ""C8"", ""C17"", ""C20"", ""C18"", ""C1"", ""C2"", ""C4"", ""C3"", ""C7"", ""C12"", ""C16"", ""C5"", ""C6"", ""C10"", ""C11"", ""C13"", ""C15""]"
2025-11-09T01:49:05,CVE-2023-22482,effectiveness,"[""C19"", ""C9"", ""C17"", ""C20"", ""C4"", ""C18"", ""C13"", ""C12"", ""C7"", ""C3"", ""C8"", ""C10"", ""C2"", ""C6"", ""C11"", ""C16"", ""C1"", ""C5"", ""C14"", ""C15""]"
2025-11-09T01:49:05,CVE-2023-22482,interference,"[""C14"", ""C15"", ""C4"", ""C2"", ""C6"", ""C11"", ""C16"", ""C20"", ""C9"", ""C17"", ""C19"", ""C8"", ""C13"", ""C18"", ""C3"", ""C7"", ""C12"", ""C1"", ""C5"", ""C10""]"
2025-11-09T01:49:05,CVE-2023-22482,deployability,"[""C19"", ""C18"", ""C7"", ""C12"", ""C17"", ""C9"", ""C4"", ""C20"", ""C13"", ""C3"", ""C8"", ""C10"", ""C2"", ""C1"", ""C5"", ""C16"", ""C6"", ""C11"", ""C14"", ""C15""]"
2025-12-30T17:57:40,CVE-2023-2250,effectiveness,"[""C19"", ""C18"", ""C9"", ""C13"", ""C7"", ""C10"", ""C4"", ""C15"", ""C20"", ""C17"", ""C12"", ""C2"", ""C5"", ""C1"", ""C3"", ""C16"", ""C11"", ""C8"", ""C14""]"
2025-12-30T17:57:40,CVE-2023-2250,interference,"[""C4"", ""C1"", ""C3"", ""C17"", ""C12"", ""C19"", ""C9"", ""C13"", ""C10"", ""C15"", ""C20"", ""C7"", ""C16"", ""C18"", ""C2"", ""C5"", ""C11"", ""C6"", ""C8"", ""C14""]"
2025-12-30T17:57:40,CVE-2023-2250,deployability,"[""C18"", ""C19"", ""C9"", ""C13"", ""C4"", ""C10"", ""C7"", ""C20"", ""C15"", ""C17"", ""C12"", ""C1"", ""C3"", ""C2"", ""C5"", ""C16"", ""C11"", ""C6"", ""C8"", ""C14""]"
2025-12-06T15:26:41,CVE-2023-22645,effectiveness,"[""C19"", ""C18"", ""C13"", ""C8"", ""C7"", ""C17"", ""C20"", ""C12"", ""C15"", ""C10"", ""C5"", ""C1"", ""C4"", ""C6"", ""C3"", ""C2"", ""C16"", ""C11"", ""C9"", ""C14""]"
2025-12-06T15:26:41,CVE-2023-22645,interference,"[""C19"", ""C17"", ""C18"", ""C1"", ""C5"", ""C8"", ""C13"", ""C6"", ""C2"", ""C7"", ""C12"", ""C15"", ""C10"", ""C20"", ""C4"", ""C3"", ""C16"", ""C11"", ""C9"", ""C14""]"
2025-12-06T15:26:41,CVE-2023-22645,deployability,"[""C19"", ""C18"", ""C8"", ""C17"", ""C5"", ""C1"", ""C13"", ""C7"", ""C20"", ""C12"", ""C2"", ""C4"", ""C15"", ""C10"", ""C6"", ""C3"", ""C16"", ""C11"", ""C9"", ""C14""]"
2025-12-29T04:37:17,CVE-2023-22651,effectiveness,"[""C19"", ""C14"", ""C9"", ""C17"", ""C12"", ""C20"", ""C7"", ""C10"", ""C5"", ""C4"", ""C15"", ""C2"", ""C18"", ""C3"", ""C1"", ""C16"", ""C11"", ""C6"", ""C8"", ""C13""]"
2025-12-29T04:37:17,CVE-2023-22651,interference,"[""C19"", ""C20"", ""C14"", ""C17"", ""C9"", ""C10"", ""C12"", ""C4"", ""C5"", ""C2"", ""C7"", ""C18"", ""C3"", ""C15"", ""C16"", ""C11"", ""C1"", ""C6"", ""C8"", ""C13""]"
2025-12-29T04:37:17,CVE-2023-22651,deployability,"[""C19"", ""C14"", ""C20"", ""C17"", ""C12"", ""C15"", ""C5"", ""C4"", ""C10"", ""C7"", ""C2"", ""C9"", ""C18"", ""C1"", ""C3"", ""C16"", ""C11"", ""C6"", ""C8"", ""C13""]"
2025-11-26T04:14:10,CVE-2023-23947,effectiveness,"[""C19"", ""C18"", ""C13"", ""C17"", ""C7"", ""C4"", ""C3"", ""C5"", ""C20"", ""C2"", ""C1"", ""C8"", ""C12"", ""C11"", ""C16"", ""C6"", ""C9"", ""C10"", ""C14"", ""C15""]"
2025-11-26T04:14:10,CVE-2023-23947,interference,"[""C19"", ""C18"", ""C3"", ""C4"", ""C5"", ""C17"", ""C13"", ""C20"", ""C7"", ""C2"", ""C1"", ""C11"", ""C16"", ""C6"", ""C9"", ""C10"", ""C14"", ""C15"", ""C8"", ""C12""]"
2025-11-26T04:14:10,CVE-2023-23947,deployability,"[""C19"", ""C18"", ""C13"", ""C4"", ""C7"", ""C3"", ""C17"", ""C5"", ""C2"", ""C20"", ""C1"", ""C8"", ""C12"", ""C11"", ""C16"", ""C6"", ""C9"", ""C10"", ""C14"", ""C15""]"
2025-12-19T21:13:48,CVE-2023-26484,effectiveness,"[""C19"", ""C17"", ""C12"", ""C7"", ""C20"", ""C18"", ""C9"", ""C2"", ""C1"", ""C4"", ""C10"", ""C5"", ""C8"", ""C13"", ""C16"", ""C3"", ""C6"", ""C11"", ""C14"", ""C15""]"
2025-12-19T21:13:48,CVE-2023-26484,interference,"[""C19"", ""C17"", ""C12"", ""C5"", ""C18"", ""C9"", ""C7"", ""C20"", ""C2"", ""C1"", ""C4"", ""C10"", ""C13"", ""C8"", ""C16"", ""C3"", ""C6"", ""C11"", ""C14"", ""C15""]"
